device_id,seq,timestamp_us,voutp_raw,voutn_raw,iout_raw,iref_raw,v_diff,i_diff,v_volts,i_amps
534F4C31,18040,152957216,270,184,3034,3016,86,18,86.00000,0.04642
534F4C31,18041,152960786,278,191,3015,3009,87,6,87.00000,0.01547
534F4C31,18042,152966024,333,217,3007,3000,116,7,116.00000,0.01805
534F4C31,18043,152969301,279,232,3007,3022,47,-15,47.00000,-0.03868
534F4C31,18043,152976170,261,187,3008,3008,74,0,74.00000,0.00000
534F4C31,18043,152979565,270,185,3008,3013,85,-5,85.00000,-0.01289
534F4C31,18043,152984152,316,217,3003,3015,99,-12,99.00000,-0.03095
534F4C31,18043,152989145,326,219,3005,3011,107,-6,107.00000,-0.01547
534F4C31,18044,152994175,298,270,3000,3009,28,-9,28.00000,-0.02321
534F4C31,18045,152999147,279,237,3005,3019,42,-14,42.00000,-0.03610
534F4C31,18046,153004383,279,223,3005,3019,56,-14,56.00000,-0.03610
534F4C31,18046,153009388,292,206,3004,3015,86,-11,86.00000,-0.02837
534F4C31,18047,153014172,327,233,3009,2990,94,19,94.00000,0.04900
534F4C31,18047,153019267,333,192,3012,3040,141,-28,141.00000,-0.07221
534F4C31,18048,153024157,324,233,3006,3014,91,-8,91.00000,-0.02063
534F4C31,18049,153030153,316,182,3020,3012,134,8,134.00000,0.02063
534F4C31,18049,153034292,333,189,3008,3004,144,4,144.00000,0.01032
534F4C31,18050,153039679,294,226,3007,3008,68,-1,68.00000,-0.00258
534F4C31,18051,153044344,265,176,3012,3016,89,-4,89.00000,-0.01032
534F4C31,18052,153049320,324,235,3012,3013,89,-1,89.00000,-0.00258
534F4C31,18053,153054195,300,210,3006,3016,90,-10,90.00000,-0.02579
534F4C31,18054,153059149,292,262,2996,3023,30,-27,30.00000,-0.06963
534F4C31,18054,153064995,257,191,3011,3008,66,3,66.00000,0.00774
534F4C31,18054,153069147,282,170,3009,3024,112,-15,112.00000,-0.03868
534F4C31,18055,153074174,312,202,3019,3012,110,7,110.00000,0.01805
534F4C31,18056,153079385,345,240,3015,3019,105,-4,105.00000,-0.01032
534F4C31,18057,153084444,325,239,3011,3009,86,2,86.00000,0.00516
534F4C31,18058,153089260,287,180,3001,3001,107,0,107.00000,0.00000
534F4C31,18058,153094129,308,166,3002,3014,142,-12,142.00000,-0.03095
534F4C31,18058,153099292,349,240,3019,3003,109,16,109.00000,0.04126
534F4C31,18058,153104154,339,217,3003,2981,122,22,122.00000,0.05673
534F4C31,18058,153109145,319,217,3005,3004,102,1,102.00000,0.00258
534F4C31,18058,153114186,347,248,3024,3015,99,9,99.00000,0.02321
534F4C31,18058,153119151,341,234,3009,3018,107,-9,107.00000,-0.02321
534F4C31,18059,153124415,302,244,3003,3012,58,-9,58.00000,-0.02321
534F4C31,18060,153129527,297,248,3009,3016,49,-7,49.00000,-0.01805
534F4C31,18061,153134447,297,193,3004,3021,104,-17,104.00000,-0.04384
534F4C31,18062,153139280,302,160,2979,3014,142,-35,142.00000,-0.09026
534F4C31,18062,153144280,324,220,3008,3014,104,-6,104.00000,-0.01547
534F4C31,18063,153149162,337,235,3004,3014,102,-10,102.00000,-0.02579
534F4C31,18064,153154189,314,202,3003,3018,112,-15,112.00000,-0.03868
534F4C31,18065,153159141,303,213,3008,3016,90,-8,90.00000,-0.02063
534F4C31,18065,153164727,343,241,3002,3011,102,-9,102.00000,-0.02321
534F4C31,18065,153169132,323,221,2996,3027,102,-31,102.00000,-0.07994
534F4C31,18066,153174136,322,202,3011,3014,120,-3,120.00000,-0.00774
534F4C31,18067,153179154,345,241,3017,3014,104,3,104.00000,0.00774
534F4C31,18068,153184530,340,220,3030,2998,120,32,120.00000,0.08252
534F4C31,18069,153189605,299,220,3002,3014,79,-12,79.00000,-0.03095
534F4C31,18069,153194119,243,188,3007,3019,55,-12,55.00000,-0.03095
534F4C31,18069,153199156,304,250,3005,3015,54,-10,54.00000,-0.02579
534F4C31,18069,153204135,289,213,3007,3016,76,-9,76.00000,-0.02321
534F4C31,18070,153209444,294,253,2999,3030,41,-31,41.00000,-0.07994
534F4C31,18071,153214142,276,208,3019,3010,68,9,68.00000,0.02321
534F4C31,18072,153220092,311,220,3006,3019,91,-13,91.00000,-0.03352
534F4C31,18073,153224481,264,142,3011,3002,122,9,122.00000,0.02321
534F4C31,18073,153231416,376,257,3007,3018,119,-11,119.00000,-0.02837
534F4C31,18073,153234136,294,197,3005,3003,97,2,97.00000,0.00516
534F4C31,18073,153239132,299,200,3001,3022,99,-21,99.00000,-0.05415
534F4C31,18073,153244136,330,232,3011,3005,98,6,98.00000,0.01547
534F4C31,18073,153249156,356,252,3005,3010,104,-5,104.00000,-0.01289
534F4C31,18074,153254291,337,254,3008,3027,83,-19,83.00000,-0.04900
534F4C31,18075,153259321,303,224,3011,3025,79,-14,79.00000,-0.03610
534F4C31,18076,153265050,356,284,3011,3011,72,0,72.00000,0.00000
534F4C31,18077,153269133,296,227,3010,3019,69,-9,69.00000,-0.02321
534F4C31,18078,153274470,296,229,3014,3033,67,-19,67.00000,-0.04900
534F4C31,18078,153280316,324,217,3020,3011,107,9,107.00000,0.02321
534F4C31,18078,153284127,310,158,2999,3019,152,-20,152.00000,-0.05158
534F4C31,18079,153289151,328,194,3004,3016,134,-12,134.00000,-0.03095
534F4C31,18080,153294516,327,151,3010,3014,176,-4,176.00000,-0.01032
534F4C31,18080,153299139,348,200,2999,3006,148,-7,148.00000,-0.01805
534F4C31,18080,153304498,340,230,3006,3012,110,-6,110.00000,-0.01547
534F4C31,18081,153309137,312,206,3011,3013,106,-2,106.00000,-0.00516
534F4C31,18082,153314136,345,243,3011,3021,102,-10,102.00000,-0.02579
534F4C31,18083,153319603,333,217,3006,3010,116,-4,116.00000,-0.01032
534F4C31,18084,153324130,297,183,3007,3011,114,-4,114.00000,-0.01032
534F4C31,18084,153330436,366,260,2999,3016,106,-17,106.00000,-0.04384
534F4C31,18085,153334137,335,227,3030,2994,108,36,108.00000,0.09284
534F4C31,18085,153339763,315,215,3021,3012,100,9,100.00000,0.02321
534F4C31,18086,153344163,321,228,2996,3024,93,-28,93.00000,-0.07221
534F4C31,18086,153349143,335,251,3000,3008,84,-8,84.00000,-0.02063
